source_type,identifier,audience,classification,sentence,origin_file,origin_line,note
repo-build,build/decks/1sw-wk5-day2-safe-or-spoofed/build.mjs,builder/template,D,"3: ""District-licensed HQIM;",build/decks/1sw-wk5-day2-safe-or-spoofed/build.mjs,31,"HQIM here means the printed *Find Your Future* (FYF) workbook, not Hats & Ladders. Correct replacement is ""Find Your Future workbook"" / ""your workbook"", not ""H&L""."
repo-build,build/decks/1sw-wk5-day2-safe-or-spoofed/build.mjs,builder/template,D,"4: ""District-licensed HQIM;",build/decks/1sw-wk5-day2-safe-or-spoofed/build.mjs,32,"HQIM here means the printed *Find Your Future* (FYF) workbook, not Hats & Ladders. Correct replacement is ""Find Your Future workbook"" / ""your workbook"", not ""H&L""."
repo-build,build/decks/1sw-wk5-day2-safe-or-spoofed/build.mjs,builder/template,D,"5: ""District-licensed HQIM;",build/decks/1sw-wk5-day2-safe-or-spoofed/build.mjs,33,"HQIM here means the printed *Find Your Future* (FYF) workbook, not Hats & Ladders. Correct replacement is ""Find Your Future workbook"" / ""your workbook"", not ""H&L""."
repo-build,build/decks/1sw-wk5-day2-safe-or-spoofed/build.mjs,builder/template,D,"6: ""District-licensed HQIM;",build/decks/1sw-wk5-day2-safe-or-spoofed/build.mjs,34,"HQIM here means the printed *Find Your Future* (FYF) workbook, not Hats & Ladders. Correct replacement is ""Find Your Future workbook"" / ""your workbook"", not ""H&L""."
repo-build,build/decks/1sw-wk5-day2-safe-or-spoofed/build.mjs,builder/template,D,"7: ""District-licensed HQIM;",build/decks/1sw-wk5-day2-safe-or-spoofed/build.mjs,35,"HQIM here means the printed *Find Your Future* (FYF) workbook, not Hats & Ladders. Correct replacement is ""Find Your Future workbook"" / ""your workbook"", not ""H&L""."
repo-build,build/decks/1sw-wk5-day2-safe-or-spoofed/build.mjs,builder/template,D,"pair each term with the printed visual."",trim:""Combine clues 4 and 5 if needed, but preserve the boundary statements."",sources:[hqimSource, lessonSource]}),",build/decks/1sw-wk5-day2-safe-or-spoofed/build.mjs,60,"HQIM here means the printed *Find Your Future* (FYF) workbook, not Hats & Ladders. Correct replacement is ""Find Your Future workbook"" / ""your workbook"", not ""H&L""."
repo-build,build/decks/1sw-wk5-day2-safe-or-spoofed/build.mjs,builder/template,D,"never send or post."",monitor:""No live links, QR codes, attachments, real identities, credentials, or district impersonation."",support:""Students may label two red flags instead of drafting complete prose."",trim:""Primary trim point: omit this slide before cutting the DOL."",sources:[hqimSource, lessonSource]}),",build/decks/1sw-wk5-day2-safe-or-spoofed/build.mjs,77,"HQIM here means the printed *Find Your Future* (FYF) workbook, not Hats & Ladders. Correct replacement is ""Find Your Future workbook"" / ""your workbook"", not ""H&L""."
repo-build,build/decks/1sw-wk5-day2-safe-or-spoofed/build.mjs,builder/template,D,"direct URLs and an access date appear for the current public guidance."",students:""No action."",monitor:""N/A"",support:""N/A"",trim:""This slide may remain at the end without classroom discussion."",sources:[hqimSource, climberSource, cisaSource, lessonSource]}),",build/decks/1sw-wk5-day2-safe-or-spoofed/build.mjs,80,"HQIM here means the printed *Find Your Future* (FYF) workbook, not Hats & Ladders. Correct replacement is ""Find Your Future workbook"" / ""your workbook"", not ""H&L""."
repo-build,build/decks/1sw-wk5-day2-safe-or-spoofed/build.mjs,builder/template,D,"[hqimSource, climberSource, cisaSource, lessonSource].join(""\n\n""),",build/decks/1sw-wk5-day2-safe-or-spoofed/build.mjs,140,"HQIM here means the printed *Find Your Future* (FYF) workbook, not Hats & Ladders. Correct replacement is ""Find Your Future workbook"" / ""your workbook"", not ""H&L""."
repo-build,build/decks/1sw-wk5-day2-safe-or-spoofed/deck.html,builder/template,D,"<div class=""credit""><h3>District HQIM</h3><p><em>Find Your Future</em>, pp.",build/decks/1sw-wk5-day2-safe-or-spoofed/deck.html,395,"HQIM here means the printed *Find Your Future* (FYF) workbook, not Hats & Ladders. Correct replacement is ""Find Your Future workbook"" / ""your workbook"", not ""H&L""."
repo-build,build/google_docs/student_worksheet_content_specs.draft.json,builder/template,D,"""purpose"": ""Lightweight four-Hat notes, the Day 2 HQIM sections on pages 1-3 of the salary packet, and a supported hiring decision."",",build/google_docs/student_worksheet_content_specs.draft.json,3089,"HQIM here means the printed *Find Your Future* (FYF) workbook, not Hats & Ladders. Correct replacement is ""Find Your Future workbook"" / ""your workbook"", not ""H&L""."
repo-build,build/google_docs/student_worksheet_content_specs.draft.json,builder/template,D,"""demonstration_of_learning"": ""Lightweight four-Hat notes, the Day 2 HQIM sections on pages 1-3 of the salary packet, and a supported hiring decision."",",build/google_docs/student_worksheet_content_specs.draft.json,3090,"HQIM here means the printed *Find Your Future* (FYF) workbook, not Hats & Ladders. Correct replacement is ""Find Your Future workbook"" / ""your workbook"", not ""H&L""."
repo-build,build/google_docs/student_worksheet_content_specs.draft.json,builder/template,D,"On Day 2, choose three programming or IT careers available in H&L or Xello and complete only the HQIM section on pages 1-3.",build/google_docs/student_worksheet_content_specs.draft.json,3092,"HQIM here means the printed *Find Your Future* (FYF) workbook, not Hats & Ladders. Correct replacement is ""Find Your Future workbook"" / ""your workbook"", not ""H&L""."
repo-build,build/google_docs/student_worksheet_content_specs.draft.json,builder/template,D,"On Day 2, choose three programming or IT careers available in H&L or Xello and complete only the HQIM section on pages 1-3.",build/google_docs/student_worksheet_content_specs.draft.json,3114,"HQIM here means the printed *Find Your Future* (FYF) workbook, not Hats & Ladders. Correct replacement is ""Find Your Future workbook"" / ""your workbook"", not ""H&L""."
repo-build,build/google_docs/student_worksheet_content_specs.draft.json,builder/template,D,"""text"": ""Day 2 - HQIM career evidence""",build/google_docs/student_worksheet_content_specs.draft.json,3124,"HQIM here means the printed *Find Your Future* (FYF) workbook, not Hats & Ladders. Correct replacement is ""Find Your Future workbook"" / ""your workbook"", not ""H&L""."
repo-build,build/google_docs/student_worksheet_content_specs.draft.json,builder/template,D,"""text"": ""**HQIM localized salary**""",build/google_docs/student_worksheet_content_specs.draft.json,3140,"HQIM here means the printed *Find Your Future* (FYF) workbook, not Hats & Ladders. Correct replacement is ""Find Your Future workbook"" / ""your workbook"", not ""H&L""."
repo-build,build/google_docs/student_worksheet_content_specs.draft.json,builder/template,D,"""text"": ""Day 2 - HQIM career evidence""",build/google_docs/student_worksheet_content_specs.draft.json,3208,"HQIM here means the printed *Find Your Future* (FYF) workbook, not Hats & Ladders. Correct replacement is ""Find Your Future workbook"" / ""your workbook"", not ""H&L""."
repo-build,build/google_docs/student_worksheet_content_specs.draft.json,builder/template,D,"""text"": ""**HQIM localized salary**""",build/google_docs/student_worksheet_content_specs.draft.json,3224,"HQIM here means the printed *Find Your Future* (FYF) workbook, not Hats & Ladders. Correct replacement is ""Find Your Future workbook"" / ""your workbook"", not ""H&L""."
repo-build,build/google_docs/student_worksheet_content_specs.draft.json,builder/template,D,"""text"": ""Day 2 - HQIM career evidence""",build/google_docs/student_worksheet_content_specs.draft.json,3288,"HQIM here means the printed *Find Your Future* (FYF) workbook, not Hats & Ladders. Correct replacement is ""Find Your Future workbook"" / ""your workbook"", not ""H&L""."
repo-build,build/google_docs/student_worksheet_content_specs.draft.json,builder/template,D,"""text"": ""**HQIM localized salary**""",build/google_docs/student_worksheet_content_specs.draft.json,3304,"HQIM here means the printed *Find Your Future* (FYF) workbook, not Hats & Ladders. Correct replacement is ""Find Your Future workbook"" / ""your workbook"", not ""H&L""."
repo-build,build/google_docs/student_worksheet_content_specs.draft.json,builder/template,D,"Which career has the highest HQIM localized salary figure?** Name the figure and its measure.""",build/google_docs/student_worksheet_content_specs.draft.json,3367,"HQIM here means the printed *Find Your Future* (FYF) workbook, not Hats & Ladders. Correct replacement is ""Find Your Future workbook"" / ""your workbook"", not ""H&L""."
repo-build,build/google_docs/student_worksheet_content_specs.draft.json,builder/template,D,"""pages 1–3 have complete Day 2 HQIM sections for three careers;"",",build/google_docs/student_worksheet_content_specs.draft.json,3583,"HQIM here means the printed *Find Your Future* (FYF) workbook, not Hats & Ladders. Correct replacement is ""Find Your Future workbook"" / ""your workbook"", not ""H&L""."
repo-build,build/google_docs/student_worksheet_content_specs.draft.json,builder/template,D,"""pages 1–3 have complete Day 2 HQIM sections for three careers;"",",build/google_docs/student_worksheet_content_specs.draft.json,3697,"HQIM here means the printed *Find Your Future* (FYF) workbook, not Hats & Ladders. Correct replacement is ""Find Your Future workbook"" / ""your workbook"", not ""H&L""."
repo-build,build/google_docs/student_worksheet_content_specs.draft.json,builder/template,D,"On Day 2, choose three programming or IT careers available in H&L or Xello and complete only the HQIM section on pages 1-3.",build/google_docs/student_worksheet_content_specs.draft.json,3769,"HQIM here means the printed *Find Your Future* (FYF) workbook, not Hats & Ladders. Correct replacement is ""Find Your Future workbook"" / ""your workbook"", not ""H&L""."
repo-build,build/google_docs/student_worksheet_content_specs.draft.json,builder/template,D,"The HQIM shows [$] as a [range/median label] for [region], so I kept the two measures separate.”"",",build/google_docs/student_worksheet_content_specs.draft.json,3778,"HQIM here means the printed *Find Your Future* (FYF) workbook, not Hats & Ladders. Correct replacement is ""Find Your Future workbook"" / ""your workbook"", not ""H&L""."
repo-build,build/google_docs/student_worksheet_content_specs.draft.json,builder/template,D,"On Day 2, choose three programming or IT careers available in H&L or Xello and complete only the HQIM section on pages 1-3.",build/google_docs/student_worksheet_content_specs.draft.json,3891,"HQIM here means the printed *Find Your Future* (FYF) workbook, not Hats & Ladders. Correct replacement is ""Find Your Future workbook"" / ""your workbook"", not ""H&L""."
repo-build,build/google_docs/student_worksheet_content_specs.draft.json,builder/template,D,"""text"": ""Day 2 - HQIM career evidence""",build/google_docs/student_worksheet_content_specs.draft.json,3901,"HQIM here means the printed *Find Your Future* (FYF) workbook, not Hats & Ladders. Correct replacement is ""Find Your Future workbook"" / ""your workbook"", not ""H&L""."
repo-build,build/google_docs/student_worksheet_content_specs.draft.json,builder/template,D,"""text"": ""**HQIM localized salary**""",build/google_docs/student_worksheet_content_specs.draft.json,3917,"HQIM here means the printed *Find Your Future* (FYF) workbook, not Hats & Ladders. Correct replacement is ""Find Your Future workbook"" / ""your workbook"", not ""H&L""."
repo-build,build/google_docs/student_worksheet_content_specs.draft.json,builder/template,D,"""text"": ""Day 2 - HQIM career evidence""",build/google_docs/student_worksheet_content_specs.draft.json,3985,"HQIM here means the printed *Find Your Future* (FYF) workbook, not Hats & Ladders. Correct replacement is ""Find Your Future workbook"" / ""your workbook"", not ""H&L""."
repo-build,build/google_docs/student_worksheet_content_specs.draft.json,builder/template,D,"""text"": ""**HQIM localized salary**""",build/google_docs/student_worksheet_content_specs.draft.json,4001,"HQIM here means the printed *Find Your Future* (FYF) workbook, not Hats & Ladders. Correct replacement is ""Find Your Future workbook"" / ""your workbook"", not ""H&L""."
repo-build,build/google_docs/student_worksheet_content_specs.draft.json,builder/template,D,"""text"": ""Day 2 - HQIM career evidence""",build/google_docs/student_worksheet_content_specs.draft.json,4065,"HQIM here means the printed *Find Your Future* (FYF) workbook, not Hats & Ladders. Correct replacement is ""Find Your Future workbook"" / ""your workbook"", not ""H&L""."
repo-build,build/google_docs/student_worksheet_content_specs.draft.json,builder/template,D,"""text"": ""**HQIM localized salary**""",build/google_docs/student_worksheet_content_specs.draft.json,4081,"HQIM here means the printed *Find Your Future* (FYF) workbook, not Hats & Ladders. Correct replacement is ""Find Your Future workbook"" / ""your workbook"", not ""H&L""."
repo-build,build/google_docs/student_worksheet_content_specs.draft.json,builder/template,D,"Which career has the highest HQIM localized salary figure?** Name the figure and its measure.""",build/google_docs/student_worksheet_content_specs.draft.json,4144,"HQIM here means the printed *Find Your Future* (FYF) workbook, not Hats & Ladders. Correct replacement is ""Find Your Future workbook"" / ""your workbook"", not ""H&L""."
repo-build,build/google_docs/student_worksheet_content_specs.draft.json,builder/template,D,"The HQIM shows """,build/google_docs/student_worksheet_content_specs.draft.json,4301,"HQIM here means the printed *Find Your Future* (FYF) workbook, not Hats & Ladders. Correct replacement is ""Find Your Future workbook"" / ""your workbook"", not ""H&L""."
repo-build,build/google_docs/student_worksheet_content_specs.draft.json,builder/template,D,"""pages 1–3 keep the Day 2 HQIM evidence and add the four Day 3 BLS fields;"",",build/google_docs/student_worksheet_content_specs.draft.json,4436,"HQIM here means the printed *Find Your Future* (FYF) workbook, not Hats & Ladders. Correct replacement is ""Find Your Future workbook"" / ""your workbook"", not ""H&L""."
repo-build,build/google_docs/student_worksheet_content_specs.draft.json,builder/template,D,"The HQIM shows """,build/google_docs/student_worksheet_content_specs.draft.json,4489,"HQIM here means the printed *Find Your Future* (FYF) workbook, not Hats & Ladders. Correct replacement is ""Find Your Future workbook"" / ""your workbook"", not ""H&L""."
repo-build,build/google_docs/student_worksheet_content_specs.draft.json,builder/template,D,"""pages 1–3 keep the Day 2 HQIM evidence and add the four Day 3 BLS fields;"",",build/google_docs/student_worksheet_content_specs.draft.json,4626,"HQIM here means the printed *Find Your Future* (FYF) workbook, not Hats & Ladders. Correct replacement is ""Find Your Future workbook"" / ""your workbook"", not ""H&L""."
repo-build,build/google_docs/student_worksheet_content_specs.draft.json,builder/template,D,It should not silently replace or contradict the HQIM during the lesson.,build/google_docs/student_worksheet_content_specs.draft.json,27149,"HQIM here means the printed *Find Your Future* (FYF) workbook, not Hats & Ladders. Correct replacement is ""Find Your Future workbook"" / ""your workbook"", not ""H&L""."
repo-build,build/google_docs/student_worksheet_content_specs.draft.json,builder/template,D,"""purpose"": ""Use the HQIM program names, current logistics, and route evidence to recommend a first investigation step."",",build/google_docs/student_worksheet_content_specs.draft.json,49325,"HQIM here means the printed *Find Your Future* (FYF) workbook, not Hats & Ladders. Correct replacement is ""Find Your Future workbook"" / ""your workbook"", not ""H&L""."
repo-build,build/google_docs/student_worksheet_content_specs.draft.json,builder/template,D,Use those HQIM program names.,build/google_docs/student_worksheet_content_specs.draft.json,49328,"HQIM here means the printed *Find Your Future* (FYF) workbook, not Hats & Ladders. Correct replacement is ""Find Your Future workbook"" / ""your workbook"", not ""H&L""."
repo-build,build/google_docs/student_worksheet_content_specs.draft.json,builder/template,D,"Connect the HQIM route to current logistics""",build/google_docs/student_worksheet_content_specs.draft.json,49343,"HQIM here means the printed *Find Your Future* (FYF) workbook, not Hats & Ladders. Correct replacement is ""Find Your Future workbook"" / ""your workbook"", not ""H&L""."
repo-build,build/google_docs/student_worksheet_content_specs.draft.json,builder/template,D,Use those HQIM program names.,build/google_docs/student_worksheet_content_specs.draft.json,49347,"HQIM here means the printed *Find Your Future* (FYF) workbook, not Hats & Ladders. Correct replacement is ""Find Your Future workbook"" / ""your workbook"", not ""H&L""."
repo-build,build/google_docs/student_worksheet_content_specs.draft.json,builder/template,D,"""text"": ""What the HQIM or current district page supports""",build/google_docs/student_worksheet_content_specs.draft.json,49359,"HQIM here means the printed *Find Your Future* (FYF) workbook, not Hats & Ladders. Correct replacement is ""Find Your Future workbook"" / ""your workbook"", not ""H&L""."
repo-build,build/google_docs/student_worksheet_content_specs.draft.json,builder/template,D,"""text"": ""Irving HQIM/current district route""",build/google_docs/student_worksheet_content_specs.draft.json,49508,"HQIM here means the printed *Find Your Future* (FYF) workbook, not Hats & Ladders. Correct replacement is ""Find Your Future workbook"" / ""your workbook"", not ""H&L""."
repo-build,build/google_docs/student_worksheet_content_specs.draft.json,builder/template,D,"""HQIM program names;"",",build/google_docs/student_worksheet_content_specs.draft.json,49620,"HQIM here means the printed *Find Your Future* (FYF) workbook, not Hats & Ladders. Correct replacement is ""Find Your Future workbook"" / ""your workbook"", not ""H&L""."
repo-build,build/google_docs/student_worksheet_content_specs.draft.json,builder/template,D,"""HQIM program names;"",",build/google_docs/student_worksheet_content_specs.draft.json,49650,"HQIM here means the printed *Find Your Future* (FYF) workbook, not Hats & Ladders. Correct replacement is ""Find Your Future workbook"" / ""your workbook"", not ""H&L""."
repo-build,build/google_docs/student_worksheet_content_specs.draft.json,builder/template,D,"""text"": ""First route I would investigate: [ ] Irving HQIM/current district route [ ] TCC example [ ] Registered Apprenticeship [ ] employer/OJT""",build/google_docs/student_worksheet_content_specs.draft.json,49909,"HQIM here means the printed *Find Your Future* (FYF) workbook, not Hats & Ladders. Correct replacement is ""Find Your Future workbook"" / ""your workbook"", not ""H&L""."
repo-build,build/google_docs/student_worksheet_source_specs.draft.json,builder/template,D,"""demonstration_of_learning"": ""Lightweight four-Hat notes, the Day 2 HQIM sections on pages 1-3 of the salary packet, and a supported hiring decision."",",build/google_docs/student_worksheet_source_specs.draft.json,899,"HQIM here means the printed *Find Your Future* (FYF) workbook, not Hats & Ladders. Correct replacement is ""Find Your Future workbook"" / ""your workbook"", not ""H&L""."
repo-build,build/google_docs/student_worksheet_source_specs.draft.json,builder/template,D,"The HQIM shows _____ as a _____ for _____, so I kept the two measures separate.\""\n\nUse the separate matrix below only when it gives the teacher useful additional evidence.",build/google_docs/student_worksheet_source_specs.draft.json,1028,"HQIM here means the printed *Find Your Future* (FYF) workbook, not Hats & Ladders. Correct replacement is ""Find Your Future workbook"" / ""your workbook"", not ""H&L""."
repo-build,build/google_docs/student_worksheet_source_specs.draft.json,builder/template,D,"""markdown"": ""## Access and Recovery\n\n- **Absent today:** Use the embedded failed-test images, the Day 2 HQIM records, and the fixed career card inside the BLS guide to complete the same four-row chart and pages 1-4.",build/google_docs/student_worksheet_source_specs.draft.json,1044,"HQIM here means the printed *Find Your Future* (FYF) workbook, not Hats & Ladders. Correct replacement is ""Find Your Future workbook"" / ""your workbook"", not ""H&L""."
repo-build,build/google_docs/student_worksheet_source_specs.draft.json,builder/template,D,"""markdown"": ""## Monitoring and supports\n\n- **CFU at minute 10:** students sort one HQIM program name, one current-campus fact, and one unresolved logistics question.",build/google_docs/student_worksheet_source_specs.draft.json,10705,"HQIM here means the printed *Find Your Future* (FYF) workbook, not Hats & Ladders. Correct replacement is ""Find Your Future workbook"" / ""your workbook"", not ""H&L""."
repo-scope,cce-curriculum/scope-and-sequence.md,planning,C,"84-85 are the district-customized HQIM snapshot for program, IBC, equipment, credential, and experience examples.",cce-curriculum/scope-and-sequence.md,18,"Planning/pacing doc (dev+teacher planning), policy usage. Leave or optional."
repo-scope,cce-curriculum/scope-and-sequence.md,planning,C,optional no-workbook scaffolds | FYF/H&L district HQIM;,cce-curriculum/scope-and-sequence.md,19,"Planning/pacing doc (dev+teacher planning), policy usage. Leave or optional."
repo-scope,cce-curriculum/scope-and-sequence.md,planning,C,| FYF/H&L district HQIM;,cce-curriculum/scope-and-sequence.md,22,"Planning/pacing doc (dev+teacher planning), policy usage. Leave or optional."
repo-scope,cce-curriculum/scope-and-sequence.md,planning,C,Day 2 plans from the HQIM client brief.,cce-curriculum/scope-and-sequence.md,23,"Planning/pacing doc (dev+teacher planning), policy usage. Leave or optional."
repo-scope,cce-curriculum/scope-and-sequence.md,planning,C,"Current Irving ISD pages confirm or extend exact campus, course, application, and access details without displacing the HQIM students are using.",cce-curriculum/scope-and-sequence.md,28,"Planning/pacing doc (dev+teacher planning), policy usage. Leave or optional."
dev-note,cce-curriculum/notes/optional-whole-group-slide-deck-workflow.md,dev,C,"district-licensed source, use a record such as `District-licensed HQIM;",cce-curriculum/notes/optional-whole-group-slide-deck-workflow.md,143,Developer/policy note; legitimate district policy term. Leave.
dev-note,cce-curriculum/notes/optional-whole-group-slide-deck-workflow.md,dev,C,district-licensed HQIM or vendor assets already assigned to the lesson;,cce-curriculum/notes/optional-whole-group-slide-deck-workflow.md,155,Developer/policy note; legitimate district policy term. Leave.
dev-note,cce-curriculum/notes/optional-whole-group-slide-deck-workflow.md,dev,C,"- the Scope and Sequence, HQIM pages, platform task, Objective, and DOL match the",cce-curriculum/notes/optional-whole-group-slide-deck-workflow.md,209,Developer/policy note; legitimate district policy term. Leave.
dev-note,cce-curriculum/notes/agentic-slide-production-research-2026-08-23.md,dev,C,"- reads the approved Teacher/Student Guide pair, HQIM pages, platform task, and licensed asset ledger;",cce-curriculum/notes/agentic-slide-production-research-2026-08-23.md,13,Developer/policy note; legitimate district policy term. Leave.
dev-note,cce-curriculum/notes/worksheet-design-standard.md,dev,C,"**HQIM workbook:** If the assigned FYF/H&L workbook page already gives students usable space to complete the DOL, use it.",cce-curriculum/notes/worksheet-design-standard.md,11,Developer/policy note; legitimate district policy term. Leave.
dev-note,cce-curriculum/notes/worksheet-design-standard.md,dev,C,- Prefer district/HQIM visuals in authenticated Canvas when they are the actual teaching source.,cce-curriculum/notes/worksheet-design-standard.md,101,Developer/policy note; legitimate district policy term. Leave.
dev-note,cce-curriculum/notes/implementation-decisions-2026-08-06.md,dev,C,- Xello and Hats & Ladders are district-adopted HQIM sources.,cce-curriculum/notes/implementation-decisions-2026-08-06.md,13,Developer/policy note; legitimate district policy term. Leave.
dev-note,cce-curriculum/notes/implementation-decisions-2026-08-06.md,dev,C,it does not justify rewriting the student lesson away from the HQIM without a district curriculum decision.,cce-curriculum/notes/implementation-decisions-2026-08-06.md,15,Developer/policy note; legitimate district policy term. Leave.
dev-note,cce-curriculum/notes/canvas-build-log.md,dev,C,District HQIM now remains the student-facing source of truth;,cce-curriculum/notes/canvas-build-log.md,845,Developer/policy note; legitimate district policy term. Leave.
dev-note,cce-curriculum/notes/canvas-build-log.md,dev,C,## 2026-08-09 - 1SW Week 2 HQIM and Personality Style repair,cce-curriculum/notes/canvas-build-log.md,851,Developer/policy note; legitimate district policy term. Leave.
dev-note,cce-curriculum/notes/canvas-build-log.md,dev,C,- Applied the district HQIM rule to career evidence.,cce-curriculum/notes/canvas-build-log.md,854,Developer/policy note; legitimate district policy term. Leave.
dev-note,cce-curriculum/notes/canvas-build-log.md,dev,C,"The source lesson preserves the exact HQIM activity: three strengths, five observable problems, three fixes with user benefits, and one redesign sketch.",cce-curriculum/notes/canvas-build-log.md,862,Developer/policy note; legitimate district policy term. Leave.
dev-note,cce-curriculum/notes/canvas-build-log.md,dev,C,- Preserved the district-customized FYF page as HQIM while separating current-source cross-checks.,cce-curriculum/notes/canvas-build-log.md,876,Developer/policy note; legitimate district policy term. Leave.
dev-note,cce-curriculum/notes/canvas-build-log.md,dev,C,District HQIM remains the student-facing starting point;,cce-curriculum/notes/canvas-build-log.md,886,Developer/policy note; legitimate district policy term. Leave.
dev-note,cce-curriculum/notes/canvas-build-log.md,dev,C,The workbook and district platforms remain the student-facing HQIM;,cce-curriculum/notes/canvas-build-log.md,911,Developer/policy note; legitimate district policy term. Leave.
dev-note,cce-curriculum/notes/canvas-build-log.md,dev,C,- Preserved the district HQIM source boundary.,cce-curriculum/notes/canvas-build-log.md,923,Developer/policy note; legitimate district policy term. Leave.
dev-note,cce-curriculum/notes/canvas-build-log.md,dev,C,"Signed-in Canvas review previously confirmed the daily contracts, HQIM/source distinction, and responsive page behavior;",cce-curriculum/notes/canvas-build-log.md,931,Developer/policy note; legitimate district policy term. Leave.
dev-note,cce-curriculum/notes/canvas-build-log.md,dev,C,## 2026-08-09 - 2SW Week 4 HQIM grounding and Medical Billing repair,cce-curriculum/notes/canvas-build-log.md,933,Developer/policy note; legitimate district policy term. Leave.
dev-note,cce-curriculum/notes/canvas-build-log.md,dev,C,FYF/H&amp;L remain the district HQIM;,cce-curriculum/notes/canvas-build-log.md,966,Developer/policy note; legitimate district policy term. Leave.
dev-note,cce-curriculum/notes/canvas-build-log.md,dev,C,FYF and Xello remain the student-facing HQIM;,cce-curriculum/notes/canvas-build-log.md,978,Developer/policy note; legitimate district policy term. Leave.
dev-note,cce-curriculum/notes/canvas-build-log.md,dev,C,FYF and Xello remain the student-facing HQIM;,cce-curriculum/notes/canvas-build-log.md,990,Developer/policy note; legitimate district policy term. Leave.
dev-note,cce-curriculum/notes/canvas-build-log.md,dev,C,FYF remains the student-facing HQIM;,cce-curriculum/notes/canvas-build-log.md,1013,Developer/policy note; legitimate district policy term. Leave.
dev-note,cce-curriculum/notes/canvas-build-log.md,dev,C,FYF and Xello remain the student-facing HQIM;,cce-curriculum/notes/canvas-build-log.md,1025,Developer/policy note; legitimate district policy term. Leave.
dev-note,cce-curriculum/notes/canvas-build-log.md,dev,C,- Kept the HQIM boundary visible.,cce-curriculum/notes/canvas-build-log.md,1042,Developer/policy note; legitimate district policy term. Leave.
dev-note,cce-curriculum/notes/canvas-build-log.md,dev,C,FYF remains the student-facing HQIM;,cce-curriculum/notes/canvas-build-log.md,1062,Developer/policy note; legitimate district policy term. Leave.
dev-note,cce-curriculum/notes/canvas-build-log.md,dev,C,FYF remains the district HQIM and default student surface;,cce-curriculum/notes/canvas-build-log.md,1075,Developer/policy note; legitimate district policy term. Leave.
dev-note,cce-curriculum/notes/canvas-build-log.md,dev,C,FYF remains the student-facing HQIM and default work surface.,cce-curriculum/notes/canvas-build-log.md,1088,Developer/policy note; legitimate district policy term. Leave.
dev-note,cce-curriculum/notes/canvas-build-log.md,dev,C,Public evidence is dated and labeled instead of silently replacing district HQIM.,cce-curriculum/notes/canvas-build-log.md,1113,Developer/policy note; legitimate district policy term. Leave.
dev-note,cce-curriculum/notes/canvas-build-log.md,dev,C,FYF remains the student-facing HQIM.,cce-curriculum/notes/canvas-build-log.md,1136,Developer/policy note; legitimate district policy term. Leave.
dev-note,cce-curriculum/notes/canvas-build-log.md,dev,C,HQIM remains the student-facing starting point;,cce-curriculum/notes/canvas-build-log.md,1158,Developer/policy note; legitimate district policy term. Leave.
dev-note,cce-curriculum/notes/canvas-build-log.md,dev,C,FYF remains the student-facing HQIM.,cce-curriculum/notes/canvas-build-log.md,1169,Developer/policy note; legitimate district policy term. Leave.
dev-note,cce-curriculum/notes/canvas-build-log.md,dev,C,FYF remains the student-facing HQIM and default work surface on Days 1 and 4.,cce-curriculum/notes/canvas-build-log.md,1180,Developer/policy note; legitimate district policy term. Leave.
dev-note,cce-curriculum/notes/canvas-build-log.md,dev,C,"FYF remains the student-facing HQIM and default work surface on Days 1, 3, and 5.",cce-curriculum/notes/canvas-build-log.md,1191,Developer/policy note; legitimate district policy term. Leave.
dev-note,cce-curriculum/notes/canvas-build-log.md,dev,C,"It maps the four HQIM titles to the two broader BLS occupations, preserves HQIM/localized evidence separately, and supplies dated May 2024 national median, entry-education, and 2024-2034 outlook evidence without adding job counts, openings, or duplicate descriptions.",cce-curriculum/notes/canvas-build-log.md,1239,Developer/policy note; legitimate district policy term. Leave.
dev-note,cce-curriculum/notes/canvas-build-log.md,dev,C,"The reviewer inspected all forty responsive Canvas renders and the complete Week 3-4 printable set, then verified HQIM routing, response space, point-of-use EB support, exact contracts, mapped-Minor behavior, teacher-only key isolation, storage locking, Quiz cleanup, and deterministic module assembly.",cce-curriculum/notes/canvas-build-log.md,1251,Developer/policy note; legitimate district policy term. Leave.
dev-note,cce-curriculum/notes/canvas-build-log.md,dev,C,- Preserved the HQIM and platform sequence.,cce-curriculum/notes/canvas-build-log.md,1270,Developer/policy note; legitimate district policy term. Leave.
dev-note,cce-curriculum/notes/canvas-build-log.md,dev,C,- Preserved the HQIM and platform sequence.,cce-curriculum/notes/canvas-build-log.md,1281,Developer/policy note; legitimate district policy term. Leave.
dev-note,cce-curriculum/notes/canvas-build-log.md,dev,C,- Preserved the HQIM and platform sequence.,cce-curriculum/notes/canvas-build-log.md,1292,Developer/policy note; legitimate district policy term. Leave.
dev-note,cce-curriculum/notes/canvas-build-log.md,dev,C,"The Week 6 gate inspected all twenty responsive renders and all sixteen PDF pages, then returned GO on HQIM sequence, Xello privacy, response space, operations, grading, storage, Quiz, and module safeguards.",cce-curriculum/notes/canvas-build-log.md,1294,Developer/policy note; legitimate district policy term. Leave.
dev-note,cce-curriculum/notes/canvas-build-log.md,dev,C,- Preserved the HQIM and counseling sequence.,cce-curriculum/notes/canvas-build-log.md,1303,Developer/policy note; legitimate district policy term. Leave.
