day_key,google_doc_title,google_doc_contains,retargeted_pdfs,response_route_candidates,student_page,teacher_page,onenote_status,google_doc_id,flag
3SW-Wk5-Day3,CCE | 3SW Wk5 Day 3 | Texas TDLR Cosmetology Licensing Deep-Dive,exit-ticket-only (Career and College Explorations - Ranked Justification; 1139 chars body),3sw-wk5-cosmetology-pathway-decision.pdf [worksheet/2p] #14591641 -> student:NOT-LINKED; teacher:LINKED docMatch=0.00 || 3sw-wk5-sfx-quality-revision.pdf [worksheet/2p] #14591640 -> student:NOT-LINKED; teacher:LINKED docMatch=0.00,3sw-wk5-cosmetology-pathway-decision.pdf/2p #14591641 inDoc=no student=NOT-LINKED teacher=LINKED || 3sw-wk5-sfx-quality-revision.pdf/2p #14591640 inDoc=no student=NOT-LINKED teacher=LINKED || 3sw-wk5-texas-cosmetology-evidence-guide.pdf/2p #14565389 inDoc=no student=LINKED teacher=LINKED,student-3sw-wk5-day-3-quality-and-texas-pathways,teacher-3sw-wk5-day-3-facilitator-guide,pending,1kyjKBPBjwuLSmcMw0ndfeefHLvcPSnkmgkBrxZeyDU8,COLLAPSED-MULTI
3SW-Wk5-Day4,CCE | 3SW Wk5 Day 4 | Salon Entrepreneurship + Get Out and Move!,exit-ticket-only (Career and College Explorations - Decision Tree; 1246 chars body),3sw-wk5-salon-wellness-campaign.pdf [worksheet/2p] #14565391 -> student:NOT-LINKED; teacher:LINKED docMatch=0.00,3sw-wk5-salon-wellness-campaign.pdf/2p #14565391 inDoc=no student=NOT-LINKED teacher=LINKED,student-3sw-wk5-day-4-salon-and-wellness-campaign,teacher-3sw-wk5-day-4-facilitator-guide,pending,1QnGfsgH7IQAfF1lx74yF9IVYr-Tq-pN_N-vqOqgkzTU,COLLAPSED
3SW-Wk5-Day5,CCE | 3SW Wk5 Day 5 | Xello Career Factors + eDynamic 4.2 + H&L Favorites,exit-ticket-only (Career and College Explorations - Concept Map; 1328 chars body),3sw-wk5-cosmetology-recommendation.pdf [worksheet/2p] #14565392 -> student:NOT-LINKED; teacher:LINKED docMatch=0.00,3sw-wk5-cosmetology-minor-rubric.pdf/1p #14565393 inDoc=no student=LINKED teacher=LINKED || 3sw-wk5-cosmetology-recommendation.pdf/2p #14565392 inDoc=no student=NOT-LINKED teacher=LINKED || 3sw-wk5-texas-cosmetology-evidence-guide.pdf/2p #14565389 inDoc=no student=LINKED teacher=LINKED,student-3sw-wk5-day-5-career-and-business-recommendation,teacher-3sw-wk5-day-5-facilitator-guide,pending,1seFxBdnkUUdabcM9bMekEA7ZjpD0mwEklb4lyUVlang,COLLAPSED
3SW-Wk6-Day1,CCE | 3SW Wk6 Day 1 | Business Cluster Tour + Defining Entrepreneurship,exit-ticket-only (Career and College Explorations - Mini-Case; 1293 chars body),3sw-wk6-entrepreneurship-opportunity-guide.pdf [worksheet/2p] #14561631 -> student:NOT-LINKED; teacher:LINKED docMatch=0.17,3sw-wk6-entrepreneurship-opportunity-guide.pdf/2p #14561631 inDoc=no student=NOT-LINKED teacher=LINKED,student-3sw-wk6-day-1-entrepreneurship-opportunities,teacher-3sw-wk6-day-1-facilitator-guide,pending,1kS1AzgrAqLeZukTZ6ql_z0SzqMLTvKmUsBumDwR-swk,COLLAPSED
3SW-Wk6-Day2,CCE | 3SW Wk6 Day 2 | Think Inside the Box - MVP Design,exit-ticket-only (Career and College Explorations - Short Constructed Response; 1081 chars body),3sw-wk6-million-dollar-idea-support-packet.pdf [worksheet/4p] #14591642 -> student:NOT-LINKED; teacher:LINKED docMatch=0.00,3sw-wk6-million-dollar-idea-support-packet.pdf/4p #14591642 inDoc=no student=NOT-LINKED teacher=LINKED,student-3sw-wk6-day-2-problem-and-idea-sprint,teacher-3sw-wk6-day-2-facilitator-guide,pending,1fxcakYpq4YFYJO0OvWCdxi7NkIoDx3cRBeKYb0sZrWY,COLLAPSED
3SW-Wk6-Day3,CCE | 3SW Wk6 Day 3 | Pitching Investors - Build the Business Plan,exit-ticket-only (Career and College Explorations - Comparison Matrix; 1142 chars body),3sw-wk6-million-dollar-idea-support-packet.pdf [worksheet/4p] #14591642 -> student:NOT-LINKED; teacher:LINKED docMatch=0.00,3sw-wk6-million-dollar-idea-support-packet.pdf/4p #14591642 inDoc=no student=NOT-LINKED teacher=LINKED,student-3sw-wk6-day-3-stress-test-and-decide,teacher-3sw-wk6-day-3-facilitator-guide,pending,16qhLtCZXfq3-hjAbD0m3wwpHAgdMjDWxNDxLVRuwjtM,COLLAPSED
3SW-Wk6-Day4,CCE | 3SW Wk6 Day 4 | Pitching Investors - Pitch Day,exit-ticket-only (Career and College Explorations - Trade-off; 1122 chars body),3sw-wk6-venture-brief-and-pitch-record.pdf [worksheet/4p] #14561633 -> student:NOT-LINKED; teacher:LINKED docMatch=0.09,3sw-wk6-entrepreneurship-portfolio-rubric.pdf/1p #14561636 inDoc=no student=LINKED teacher=LINKED || 3sw-wk6-venture-brief-and-pitch-record.pdf/4p #14561633 inDoc=no student=NOT-LINKED teacher=LINKED,student-3sw-wk6-day-4-venture-brief-and-pitch,teacher-3sw-wk6-day-4-facilitator-guide,pending,1pgDBYyBjHCXEex_heuEL0bhRnSPv5e0J1F7R2gtqQdQ,COLLAPSED
3SW-Wk6-Day5,CCE | 3SW Wk6 Day 5 | Lifestyle Snapshot Personal Budget + Xello Save Careers,exit-ticket-only (Career and College Explorations - Concept Map; 1332 chars body),3sw-wk6-budget-and-scholarship-plan.pdf [worksheet/3p] #14663175 -> student:NOT-LINKED; teacher:LINKED docMatch=0.17,3sw-wk6-budget-and-scholarship-plan.pdf/3p #14663175 inDoc=no student=NOT-LINKED teacher=LINKED || 3sw-wk6-dallas-county-living-cost-guide.pdf/2p #14561634 inDoc=no student=LINKED teacher=LINKED || 3sw-wk6-entrepreneurship-portfolio-rubric.pdf/1p #14561636 inDoc=no student=NOT-LINKED teacher=LINKED,student-3sw-wk6-day-5-build-and-revise-a-personal-budget,teacher-3sw-wk6-day-5-facilitator-guide,pending,1JSekSC6t7jLXY2Yl0nHvdmD0l-HqGSJZvy13PK0UGy4,COLLAPSED
4SW-Wk1-Day1,CCE | 4SW Wk1 Day 1 | H&L Core personality Revisit + Favorites Audit,exit-ticket-only (Career and College Explorations - Comparison Matrix; 1209 chars body),4sw-wk1-midyear-profile-audit.pdf [worksheet/2p] #14565910 -> student:NOT-LINKED; teacher:LINKED docMatch=0.17,4sw-wk1-midyear-profile-audit.pdf/2p #14565910 inDoc=no student=NOT-LINKED teacher=LINKED,student-4sw-wk1-day-1-profile-audit,teacher-4sw-wk1-day-1-facilitator-guide,pending,18PB5zUUTEgQaVmOH_cqam_ozNeeg6QYXy0PliAQc99c,COLLAPSED
4SW-Wk1-Day2,CCE | 4SW Wk1 Day 2 | H&L Career Plan + Iceberg Cartoon,exit-ticket-only (Career and College Explorations - Concept Map; 1219 chars body),4sw-wk1-career-iceberg-and-goal.pdf [worksheet/4p] #14565911 -> student:NOT-LINKED; teacher:LINKED docMatch=0.12,"4sw-wk1-career-iceberg-and-goal.pdf/4p #14561667,14565911 inDoc=no student=NOT-LINKED teacher=LINKED",student-4sw-wk1-day-2-career-iceberg,teacher-4sw-wk1-day-2-facilitator-guide,pending,1EsDBV1nbncBIm6_Wo7nwTfztMKPw5jgAUoLUBIDfEOs,COLLAPSED
4SW-Wk1-Day3,CCE | 4SW Wk1 Day 3 | Xello Quick Sims - The Real Game,exit-ticket-only (Career and College Explorations - Trade-off; 1207 chars body),4sw-wk1-career-deep-dive.pdf [worksheet/2p] #14662863 -> student:NOT-LINKED; teacher:LINKED docMatch=0.00,4sw-wk1-career-deep-dive.pdf/2p #14662863 inDoc=no student=NOT-LINKED teacher=LINKED,student-4sw-wk1-day-3-xello-save-quick-sims,teacher-4sw-wk1-day-3-facilitator-guide,pending,1ZqAjo6PImJeqq2637mLc6Di0nY7E9nEEudKFRo04-N0,COLLAPSED
4SW-Wk1-Day4,CCE | 4SW Wk1 Day 4 | eDynamic 8.1 - Choosing a Career Path,exit-ticket-only (Career and College Explorations - Ranked Justification; 1335 chars body),4sw-wk1-pathway-and-ctso-decision.pdf [worksheet/4p] #14591646 -> student:NOT-LINKED; teacher:LINKED docMatch=0.14,4sw-wk1-pathway-and-ctso-decision.pdf/4p #14591646 inDoc=no student=NOT-LINKED teacher=LINKED,student-4sw-wk1-day-4-pathway-and-ctso-decision,teacher-4sw-wk1-day-4-facilitator-guide,pending,1_F79rG1DQFUmQKMeeDj6UZ_cw0PNr7QRHIlmSEiYZvQ,COLLAPSED
4SW-Wk1-Day5,CCE | 4SW Wk1 Day 5 | Mid-Year Reflection + Pathway Gallery Walk,exit-ticket-only (Career and College Explorations - 3-2-1 Reflective; 1006 chars body),4sw-wk1-midyear-career-blueprint.pdf [worksheet/3p] #14662864 -> student:NOT-LINKED; teacher:LINKED docMatch=0.00,4sw-wk1-midyear-blueprint-rubric.pdf/2p #14662865 inDoc=no student=LINKED teacher=LINKED || 4sw-wk1-midyear-career-blueprint.pdf/3p #14662864 inDoc=no student=NOT-LINKED teacher=LINKED,student-4sw-wk1-day-5-mid-year-career-blueprint,teacher-4sw-wk1-day-5-facilitator-guide,pending,16oW1HGXv9XObRcYogVaTxrfsx_JsEEWRlMqj4LSX7p4,COLLAPSED
4SW-Wk2-Day1,CCE | 4SW Wk2 Day 1 | MS-to-HS Transition + Texas Endorsements,exit-ticket-only (Career and College Explorations - Short Constructed Response; 1314 chars body),4sw-wk2-transition-and-assessment-decisions.pdf [worksheet/3p] #14591648 -> student:NOT-LINKED; teacher:LINKED docMatch=0.14,4sw-wk2-transition-and-assessment-decisions.pdf/3p #14591648 inDoc=no student=NOT-LINKED teacher=LINKED,student-4sw-wk2-day-1-graduation-and-assessment-decisions,teacher-4sw-wk2-day-1-facilitator-guide,pending,1FHBRmPf2oEAL4hs_1Ju3S8goOTSIBSzYJlySyL6Ymbc,COLLAPSED
4SW-Wk2-Day2,CCE | 4SW Wk2 Day 2 | H&L District Course Planner - 4-Year Mapping,exit-ticket-only (Career and College Explorations - Comparison Matrix; 1235 chars body),4sw-wk2-four-year-course-plan-draft.pdf [worksheet/3p] #14662869 -> student:NOT-LINKED; teacher:LINKED docMatch=0.17,"4sw-wk2-four-year-course-plan-draft.pdf/3p #14562515,14662869 inDoc=no student=NOT-LINKED teacher=LINKED",student-4sw-wk2-day-2-four-year-course-plan-draft,teacher-4sw-wk2-day-2-facilitator-guide,pending,13ZZOHIa50pYUII07a18JS8H5tqvC48holY_5FsoHSvk,COLLAPSED
4SW-Wk2-Day3,CCE | 4SW Wk2 Day 3 | Family Engagement - Sharing the Plan,exit-ticket-only (Career and College Explorations - Decision Tree; 1201 chars body),4sw-wk2-college-credit-and-family-conversation.pdf [worksheet/2p] #14611265 -> student:NOT-LINKED; teacher:LINKED docMatch=0.00,4sw-wk2-college-credit-and-family-conversation.pdf/2p #14611265 inDoc=no student=NOT-LINKED teacher=LINKED,student-4sw-wk2-day-3-postsecondary-route-trail-and-college-credit,teacher-4sw-wk2-day-3-facilitator-guide,pending,1UTtvcgwuEG_hb2H07bBlOV7DGGlrkLivLC5y_QRY1Pc,COLLAPSED
4SW-Wk2-Day4,CCE | 4SW Wk2 Day 4 | eDynamic 6.2 - Gaining Experience,exit-ticket-only (Career and College Explorations - Ranked Justification; 1109 chars body),4sw-wk2-smart-experience-action-plan.pdf [worksheet/1p] #14565921 -> student:NOT-LINKED; teacher:LINKED docMatch=0.25,4sw-wk2-smart-experience-action-plan.pdf/1p #14565921 inDoc=no student=NOT-LINKED teacher=LINKED,student-4sw-wk2-day-4-smart-experience-action-plan,teacher-4sw-wk2-day-4-facilitator-guide,pending,1k3q0gjVSKTnITMgSMUGo4IJi7htSGrzjAtjC2dIYIbo,COLLAPSED
4SW-Wk2-Day5,CCE | 4SW Wk2 Day 5 | Career Plan Write-Up,exit-ticket-only (Career and College Explorations - Concept Map; 1210 chars body),4sw-wk2-individual-high-school-career-plan.pdf [worksheet/4p] #14611266 -> student:NOT-LINKED; teacher:LINKED docMatch=0.00,4sw-wk2-high-school-career-plan-rubric.pdf/2p #14611267 inDoc=no student=LINKED teacher=LINKED || 4sw-wk2-individual-high-school-career-plan.pdf/4p #14611266 inDoc=no student=NOT-LINKED teacher=LINKED,student-4sw-wk2-day-5-individual-high-school-and-career-plan,teacher-4sw-wk2-day-5-facilitator-guide,pending,1HOPW6oUfdmUxeelvp6hZBe3L6dNj-By-1_C_YkpGtTA,COLLAPSED
4SW-Wk3-Day1,"CCE | 4SW Wk3 Day 1 | Transportation Cluster + ""Transportation Troubles""",exit-ticket-only (Career and College Explorations - Mini-Case; 1247 chars body),4sw-wk3-transportation-survey-design.pdf [worksheet/3p] #14591653 -> student:NOT-LINKED; teacher:LINKED docMatch=0.00,4sw-wk3-transportation-survey-design.pdf/3p #14591653 inDoc=no student=NOT-LINKED teacher=LINKED,student-4sw-wk3-day-1-transportation-cluster-and-survey-design,teacher-4sw-wk3-day-1-facilitator-guide,pending,10ohTnYd-lOa0nJF5tJY0S2GF5fXTfyRIQZ-8g-coQsA,COLLAPSED
4SW-Wk3-Day2,CCE | 4SW Wk3 Day 2 | Aviation Hat Research + Military vs. Civilian Pathways,exit-ticket-only (Career and College Explorations - Comparison Matrix; 1163 chars body),4sw-wk3-aviation-route-action-plan.pdf [worksheet/4p] #14591657 -> student:NOT-LINKED; teacher:LINKED docMatch=0.00,4sw-wk3-aviation-careers-and-pilot-routes.pdf/2p #14591654 inDoc=no student=LINKED teacher=LINKED || 4sw-wk3-aviation-route-action-plan.pdf/4p #14591657 inDoc=no student=NOT-LINKED teacher=LINKED,student-4sw-wk3-day-2-aviation-careers-and-pilot-routes,teacher-4sw-wk3-day-2-facilitator-guide,pending,1BPzq5FNEPnIripyPzS4ozvCFYG-gDwSFnO3-vayA970,COLLAPSED
4SW-Wk3-Day3,CCE | 4SW Wk3 Day 3 | LEGO ATC - Build the Airport,exit-ticket-only (Career and College Explorations - Short Constructed Response; 1058 chars body),4sw-wk3-airport-design-simulation-lab.pdf [worksheet/4p] #14591655 -> student:NOT-LINKED; teacher:LINKED docMatch=0.00,"4sw-wk3-airport-design-simulation-lab.pdf/4p #14562528,14591655 inDoc=no student=NOT-LINKED teacher=LINKED",student-4sw-wk3-day-3-design-a-classroom-airport-map,teacher-4sw-wk3-day-3-facilitator-guide,pending,1NoxkYkBjsGyatc8fXfwWPpUyy4tdG3eB4kuEihW9SQA,COLLAPSED
4SW-Wk3-Day4,CCE | 4SW Wk3 Day 4 | LEGO ATC - Run the Simulation + Powerskill Creativity,exit-ticket-only (Career and College Explorations - Decision Tree; 1216 chars body),4sw-wk3-airport-design-simulation-lab.pdf [worksheet/4p] #14591655 -> student:NOT-LINKED; teacher:LINKED docMatch=0.14,"4sw-wk3-airport-design-simulation-lab.pdf/4p #14562528,14591655 inDoc=no student=NOT-LINKED teacher=LINKED || 4sw-wk3-classroom-scenario-cards.pdf/1p #14591656 inDoc=no student=LINKED teacher=LINKED",student-4sw-wk3-day-4-test-communicate-and-revise,teacher-4sw-wk3-day-4-facilitator-guide,pending,1YsyKwSUWhluBG4K57MbfLDifokpiJ52rya_cXEYZf84,COLLAPSED
4SW-Wk3-Day5,CCE | 4SW Wk3 Day 5 | ATC Presentations + Aviation Goal Plan,exit-ticket-only (Career and College Explorations - Concept Map; 1378 chars body),4sw-wk3-aviation-route-action-plan.pdf [worksheet/4p] #14591657 -> student:NOT-LINKED; teacher:LINKED docMatch=0.00,4sw-wk3-aviation-route-action-plan.pdf/4p #14591657 inDoc=no student=NOT-LINKED teacher=LINKED || 4sw-wk3-route-action-rubric.pdf/2p #14565931 inDoc=no student=LINKED teacher=LINKED,student-4sw-wk3-day-5-aviation-route-and-action-plan,teacher-4sw-wk3-day-5-facilitator-guide,pending,1Gz8Am3Vh96A-zmUjqc9SIHkLQvrzrAsHZ5DOG3siPkQ,COLLAPSED
4SW-Wk4-Day1,"CCE | 4SW Wk4 Day 1 | H&L Engineering Cluster + ""Protecting Wildlife""",exit-ticket-only (Career and College Explorations - Mini-Case; 1272 chars body),4sw-wk4-wildlife-tracking-drone-design.pdf [worksheet/3p] #14565933 -> student:NOT-LINKED; teacher:LINKED docMatch=0.20,"4sw-wk4-wildlife-tracking-drone-design.pdf/3p #14562537,14565933 inDoc=no student=NOT-LINKED teacher=LINKED",student-4sw-wk4-day-1-wildlife-tracking-system-design,teacher-4sw-wk4-day-1-facilitator-guide,pending,1FpI4-sVtxObstQ-G4HS_icx7GZPr2G_HAkF0ZBIH9pI,COLLAPSED
4SW-Wk4-Day2,CCE | 4SW Wk4 Day 2 | UAS Industry Jigsaw Research,exit-ticket-only (Career and College Explorations - Ranked Justification; 1236 chars body),(none),4sw-wk4-drone-enabled-occupations.pdf/2p #14565934 inDoc=no student=LINKED teacher=LINKED,student-4sw-wk4-day-2-drone-enabled-occupations,teacher-4sw-wk4-day-2-facilitator-guide,pending,1OM2o8PBxQ0CbHhhQgpzwVkyO6Ds9ffvKnaLuq0SG4xM,
4SW-Wk4-Day3,CCE | 4SW Wk4 Day 3 | FAA Part 107 + Drone Flight Basics,exit-ticket-only (Career and College Explorations - Short Constructed Response; 1126 chars body),4sw-wk4-drone-operation-decision-readiness.pdf [worksheet/3p] #14565935 -> student:NOT-LINKED; teacher:LINKED docMatch=0.00,4sw-wk4-drone-operation-decision-readiness.pdf/3p #14565935 inDoc=no student=NOT-LINKED teacher=LINKED,student-4sw-wk4-day-3-drone-rules-and-readiness,teacher-4sw-wk4-day-3-facilitator-guide,pending,1unYsGDoEuXWU6xB4_m1ExC63AV9rRwwHmaQFspUEIek,COLLAPSED
4SW-Wk4-Day4,CCE | 4SW Wk4 Day 4 | Drone Navigation Challenge,exit-ticket-only (Career and College Explorations - Trade-off; 1152 chars body),4sw-wk4-drone-systems-test.pdf [worksheet/3p] #14591659 -> student:NOT-LINKED; teacher:LINKED docMatch=0.00,"4sw-wk4-drone-systems-test.pdf/3p #14562538,14591659 inDoc=no student=NOT-LINKED teacher=LINKED",student-4sw-wk4-day-4-systems-test-and-iteration,teacher-4sw-wk4-day-4-facilitator-guide,pending,1O--YPUluSbQp-3d5noaO4qYW6EJLvr68OT6IxTrVgEc,COLLAPSED
4SW-Wk4-Day5,CCE | 4SW Wk4 Day 5 | Jigsaw Presentations + Career Classification,exit-ticket-only (Career and College Explorations - Concept Map; 1348 chars body),4sw-wk4-drone-systems-evidence-brief.pdf [worksheet/4p] #14565937 -> student:NOT-LINKED; teacher:LINKED docMatch=0.00,4sw-wk4-drone-systems-evidence-brief.pdf/4p #14565937 inDoc=no student=NOT-LINKED teacher=LINKED || 4sw-wk4-drone-systems-evidence-rubric.pdf/2p #14565938 inDoc=no student=LINKED teacher=LINKED,student-4sw-wk4-day-5-drone-systems-evidence-brief,teacher-4sw-wk4-day-5-facilitator-guide,pending,1zNxj18QLGZZ3oTS3b0ISEMY99mxe2n093B3vMuJRNfY,COLLAPSED
4SW-Wk5-Day1,"CCE | 4SW Wk5 Day 1 | H&L ""Delivery Connection App"" + Automotive Pathway Browse",exit-ticket-only (Career and College Explorations - Venn Diagram; 1015 chars body),4sw-wk5-crash-crew-evidence-and-preliminary-plan.pdf [worksheet/3p] #14591661 -> student:NOT-LINKED; teacher:LINKED docMatch=0.00,"4sw-wk5-crash-crew-evidence-and-preliminary-plan.pdf/3p #14562546,14591661 inDoc=no student=NOT-LINKED teacher=LINKED",student-4sw-wk5-day-1-crash-crew-visible-evidence,teacher-4sw-wk5-day-1-facilitator-guide,pending,12-zn-B5yiebc6pDvgM7FspnCNktgeg1IRhL5ctD_bOg,COLLAPSED
4SW-Wk5-Day2,CCE | 4SW Wk5 Day 2 | ASE Certification + Apprenticeship vs. College,exit-ticket-only (Career and College Explorations - Trade-off; 1271 chars body),4sw-wk5-ase-and-automotive-training-routes.pdf [worksheet/3p] #14591662 -> student:NOT-LINKED; teacher:LINKED docMatch=0.14,4sw-wk5-ase-and-automotive-training-routes.pdf/3p #14591662 inDoc=no student=NOT-LINKED teacher=LINKED,student-4sw-wk5-day-2-ase-and-training-routes,teacher-4sw-wk5-day-2-facilitator-guide,pending,1BmWQLbNzcSTCCzVb3Rx2DN76sLeDojqqIv0cz4x-iJs,COLLAPSED
4SW-Wk5-Day3,CCE | 4SW Wk5 Day 3 | Automotive Salary Showdown,exit-ticket-only (Career and College Explorations - Comparison Matrix; 1256 chars body),4sw-wk5-three-automotive-occupations.pdf [worksheet/3p] #14591663 -> student:NOT-LINKED; teacher:LINKED docMatch=0.00,"4sw-wk5-three-automotive-occupations.pdf/3p #14562547,14591663 inDoc=no student=NOT-LINKED teacher=LINKED",student-4sw-wk5-day-3-three-automotive-occupations,teacher-4sw-wk5-day-3-facilitator-guide,pending,1ESxIlENa8I2p_Id22M1MWpadUiPORCdvMUQOCDjAEFw,COLLAPSED
4SW-Wk5-Day4,CCE | 4SW Wk5 Day 4 | Ratteree Automotive Pathway Deep-Dive,exit-ticket-only (Career and College Explorations - Diagnostic MCQ; 1318 chars body),4sw-wk5-automotive-route-decision.pdf [worksheet/2p] #14591664 -> student:NOT-LINKED; teacher:LINKED docMatch=0.00,4sw-wk5-automotive-route-decision.pdf/2p #14591664 inDoc=no student=NOT-LINKED teacher=LINKED,student-4sw-wk5-day-4-automotive-route-decision,teacher-4sw-wk5-day-4-facilitator-guide,pending,15Acl2fGi19EGfnmer7POoHQk_T0noZK8kkikYweJOP0,COLLAPSED
4SW-Wk5-Day5,CCE | 4SW Wk5 Day 5 | Cross-Cluster Salary Presentation + H&L Favorites,exit-ticket-only (Career and College Explorations - Concept Map; 1259 chars body),4sw-wk5-automotive-evidence-brief.pdf [worksheet/4p] #14591665 -> student:NOT-LINKED; teacher:LINKED docMatch=0.00,4sw-wk5-automotive-evidence-brief.pdf/4p #14591665 inDoc=no student=NOT-LINKED teacher=LINKED || 4sw-wk5-automotive-evidence-rubric.pdf/2p #14591666 inDoc=no student=LINKED teacher=LINKED,student-4sw-wk5-day-5-automotive-evidence-brief,teacher-4sw-wk5-day-5-facilitator-guide,pending,1bEfkSffo1qv-bx1I254kjyF_5uGh4BaFQScK9c7WMuM,COLLAPSED
4SW-Wk6-Day1,"CCE | 4SW Wk6 Day 1 | H&L Powerskills ""Work Ethic"" + STEM Program Activity",exit-ticket-only (Career and College Explorations - Short Constructed Response; 1176 chars body),4sw-wk6-truck-evidence-and-priority.pdf [worksheet/3p] #14565956 -> student:NOT-LINKED; teacher:LINKED docMatch=0.00,"4sw-wk6-truck-evidence-and-priority.pdf/3p #14562557,14565956 inDoc=no student=NOT-LINKED teacher=LINKED",student-4sw-wk6-day-1-what-the-clues-support,teacher-4sw-wk6-day-1-facilitator-guide,pending,1b7dc2JQwH9hlOUSGw2jDmPfygIRGzD_Sj9NqCUw_GVM,COLLAPSED
4SW-Wk6-Day2,CCE | 4SW Wk6 Day 2 | Transferable Skills Matrix,exit-ticket-only (Career and College Explorations - Ranked Justification; 1045 chars body),4sw-wk6-transferable-skills-evidence.pdf [worksheet/4p] #14565957 -> student:NOT-LINKED; teacher:LINKED docMatch=0.00,"4sw-wk6-transferable-skills-evidence.pdf/4p #14562558,14565957 inDoc=no student=NOT-LINKED teacher=LINKED",student-4sw-wk6-day-2-prove-a-skill-transfers,teacher-4sw-wk6-day-2-facilitator-guide,pending,1vaZn5LSpPnYwSI5aVsH-I3BIwM9odndM6o4YvIu2OJs,COLLAPSED
4SW-Wk6-Day3,CCE | 4SW Wk6 Day 3 | Professional Associations Jigsaw,exit-ticket-only (Career and College Explorations - Comparison Matrix; 1342 chars body),4sw-wk6-career-organization-types.pdf [worksheet/3p] #14565958 -> student:NOT-LINKED; teacher:LINKED docMatch=0.00,4sw-wk6-career-organization-types.pdf/3p #14565958 inDoc=no student=NOT-LINKED teacher=LINKED,student-4sw-wk6-day-3-career-organization-types,teacher-4sw-wk6-day-3-facilitator-guide,pending,1FWV92VdPzBk92ttNW5CdYtkxdYUCP8G4K697Ng_e6SQ,COLLAPSED
4SW-Wk6-Day4,CCE | 4SW Wk6 Day 4 | Work Ethic in Action + H&L Career Plan Update,exit-ticket-only (Career and College Explorations - Mini-Case; 1341 chars body),4sw-wk6-integrity-and-evidence-audit.pdf [worksheet/3p] #14565959 -> student:NOT-LINKED; teacher:LINKED docMatch=0.00,4sw-wk6-integrity-and-evidence-audit.pdf/3p #14565959 inDoc=no student=NOT-LINKED teacher=LINKED,student-4sw-wk6-day-4-integrity-and-accurate-records,teacher-4sw-wk6-day-4-facilitator-guide,pending,1c7MZnG-hoSVPpgkqLoyzdU_1-X-kUkZdgjIJdtpavXY,COLLAPSED
4SW-Wk6-Day5,CCE | 4SW Wk6 Day 5 | Mid-Year Growth Reflection + Sharing Circle,exit-ticket-only (Career and College Explorations - Concept Map; 1253 chars body),4sw-wk6-mid-year-evidence-reflection.pdf [worksheet/4p] #14591669 -> student:NOT-LINKED; teacher:LINKED docMatch=0.00,4sw-wk6-mid-year-evidence-reflection.pdf/4p #14591669 inDoc=no student=NOT-LINKED teacher=LINKED || 4sw-wk6-mid-year-evidence-rubric.pdf/2p #14565961 inDoc=no student=LINKED teacher=LINKED,student-4sw-wk6-day-5-recovery-private-mid-year-reflection,teacher-4sw-wk6-day-5-facilitator-guide,pending,13s43c-gNJvWn2WMdvKBiSZeUtZCz6YXTuYHZbEO4wQw,COLLAPSED
5SW-Wk1-Day1,CCE | 5SW Wk1 Day 1 | A&C Cluster Tour + Safety Supervisor,exit-ticket-only (Career and College Explorations - Mini-Case; 1275 chars body),5sw-wk1-safety-supervisor-evidence-plan.pdf [worksheet/3p] #14565966 -> student:NOT-LINKED; teacher:LINKED docMatch=0.00,"5sw-wk1-safety-supervisor-evidence-plan.pdf/3p #14562574,14565966 inDoc=no student=NOT-LINKED teacher=LINKED",student-5sw-wk1-day-1-cluster-roles-and-safety-supervisor,teacher-5sw-wk1-day-1-facilitator-guide,pending,1ZfBdKqBS-GCuk7iRe9_hkLe55ztZLN257-jsIBpgP7Y,COLLAPSED
5SW-Wk1-Day2,CCE | 5SW Wk1 Day 2 | Career Research + Salary Comparison,exit-ticket-only (Career and College Explorations - Ranked Justification; 979 chars body),5sw-wk1-three-career-evidence-comparison.pdf [worksheet/4p] #14565967 -> student:NOT-LINKED; teacher:LINKED docMatch=0.00,"5sw-wk1-three-career-evidence-comparison.pdf/4p #14562573,14565967 inDoc=no student=NOT-LINKED teacher=LINKED",student-5sw-wk1-day-2-career-preparation-and-pay,teacher-5sw-wk1-day-2-facilitator-guide,pending,1Ug-uoZE-YnZL4Pxf305eiRS8hBHfKvVdFzfwCCSJscg,COLLAPSED
5SW-Wk1-Day3,CCE | 5SW Wk1 Day 3 | TinkerCAD Introduction - Learning 3D Design,exit-ticket-only (Career and College Explorations - Short Constructed Response; 1126 chars body),5sw-wk1-concept-building-design.pdf [worksheet/4p] #14565968 -> student:NOT-LINKED; teacher:LINKED docMatch=0.00,"5sw-wk1-concept-building-design.pdf/4p #14562575,14565968 inDoc=no student=NOT-LINKED teacher=LINKED",student-5sw-wk1-day-3-concept-modeling-foundations,teacher-5sw-wk1-day-3-facilitator-guide,pending,1xVFFbvnGsUKWfd0FJ09s6yxJr1rl8AGIihAp-mXtimQ,COLLAPSED
