day_key,source,cited_pages,section_claimed,pdf_page_checked,found_yes_no,note
6sw-wk1-day4,day.md,p.217,"(page ref, no named section)",223,yes,FYF PDF p.223 content: Step 3: Brainstorm Ideas / Use sticky notes to brainstorm ideas for yo
6sw-wk1-day4,canvas_student_page,p.216,"(page ref, no named section)",222,yes,FYF PDF p.222 content: 14 / Teach Through Play / Early childhood teachers help young children
6sw-wk1-day4,canvas_student_page,p.217,"(page ref, no named section)",223,yes,FYF PDF p.223 content: Step 3: Brainstorm Ideas / Use sticky notes to brainstorm ideas for yo
6sw-wk1-day5,day.md,p.218,"(page ref, no named section)",224,yes,FYF PDF p.224 content: WHAT IS HAPPENING AT MY DISTRICT? / What’s Happening at / IRVING ISD
6sw-wk1-day5,day.md,p.219,"(page ref, no named section)",225,yes,"FYF PDF p.225 content: During their junior and / senior years, students visit / elementary sc"
6sw-wk1-day5,canvas_student_page,p.218,"(page ref, no named section)",224,yes,FYF PDF p.224 content: WHAT IS HAPPENING AT MY DISTRICT? / What’s Happening at / IRVING ISD
6sw-wk1-day5,canvas_student_page,p.219,"(page ref, no named section)",225,yes,"FYF PDF p.225 content: During their junior and / senior years, students visit / elementary sc"
6sw-wk2-day1,day.md,p.255,"(page ref, no named section)",261,yes,FYF PDF p.261 content: Career / Climb / 15
6sw-wk2-day1,canvas_student_page,p.255,"(page ref, no named section)",261,yes,FYF PDF p.261 content: Career / Climb / 15
6sw-wk2-day5,day.md,p.256,"(page ref, no named section)",262,yes,FYF PDF p.262 content: 15 Merch Mode / Graphic designers are the creative minds behind the / 
6sw-wk2-day5,day.md,p.257,"(page ref, no named section)",263,yes,FYF PDF p.263 content: Step 2: Review Design Principles / Design Principle / What It Means
6sw-wk2-day5,day.md,p.258,"(page ref, no named section)",264,yes,FYF PDF p.264 content: Step 4: Sketch / Your Design / Step 5: Share Your Ideas
6sw-wk2-day5,canvas_student_page,p.256,"(page ref, no named section)",262,yes,FYF PDF p.262 content: 15 Merch Mode / Graphic designers are the creative minds behind the / 
6sw-wk2-day5,canvas_student_page,p.257,"(page ref, no named section)",263,yes,FYF PDF p.263 content: Step 2: Review Design Principles / Design Principle / What It Means
6sw-wk2-day5,canvas_student_page,p.258,"(page ref, no named section)",264,yes,FYF PDF p.264 content: Step 4: Sketch / Your Design / Step 5: Share Your Ideas
6sw-wk3-day1,canvas_student_page,p.225,"(page ref, no named section)",231,yes,"FYF PDF p.231 content: 13 / Click Factor / Ads are everywhere, especially online. People are "
6sw-wk3-day1,canvas_student_page,p.226,"(page ref, no named section)",232,yes,FYF PDF p.232 content: Step 2: Create Different Types of CTAs / Strong marketers don’t rely o
6sw-wk3-day1,canvas_student_page,p.227,"(page ref, no named section)",233,yes,FYF PDF p.233 content: Product C: After-School Snack Box / Product D: Fishing Gear / • Delive
6sw-wk3-day2,canvas_student_page,p.147,"(page ref, no named section)",153,yes,FYF PDF p.153 content: Powerskill: / Written Communication / 9
6sw-wk3-day2,canvas_student_page,p.148,"(page ref, no named section)",154,yes,FYF PDF p.154 content: Step 2: Create a Social Media Post / Your post should: / • Clearly exp
6sw-wk3-day3,day.md,p.224,"(page ref, no named section)",230,yes,FYF PDF p.230 content: Step 3: Create a Logo / Your logo will represent your / service and ov
6sw-wk3-day3,canvas_student_page,p.222,"(page ref, no named section)",228,yes,FYF PDF p.228 content: 13 / Expert Edge / Have you ever gone to someone for advice because th
6sw-wk3-day3,canvas_student_page,p.223,"(page ref, no named section)",229,yes,"FYF PDF p.229 content: Step 2: Design Your / Consulting Service / Now, choose one skill that "
6sw-wk3-day3,canvas_student_page,p.224,"(page ref, no named section)",230,yes,FYF PDF p.230 content: Step 3: Create a Logo / Your logo will represent your / service and ov
6sw-wk3-day4,canvas_student_page,p.229,"(page ref, no named section)",235,yes,FYF PDF p.235 content: Powerskill: DataInformed Decision Making / 13 / Good decisions aren’t 
6sw-wk4-day1,day.md,p.241,"(page ref, no named section)",247,yes,"FYF PDF p.247 content: 30 Seconds to Sell / 13 / In sales, you don’t always have a lot of tim"
6sw-wk4-day1,day.md,p.242,"(page ref, no named section)",248,yes,"FYF PDF p.248 content: Step 2: Choose What You’re Selling / Pick ONE: / • A product (game, ap"
6sw-wk4-day1,day.md,p.243,"(page ref, no named section)",249,yes,FYF PDF p.249 content: Step 5: Write Your / 30 Second Sales Pitch / Write your full pitch (ab
6sw-wk4-day1,canvas_student_page,p.241,"(page ref, no named section)",247,yes,"FYF PDF p.247 content: 30 Seconds to Sell / 13 / In sales, you don’t always have a lot of tim"
6sw-wk4-day1,canvas_student_page,p.242,"(page ref, no named section)",248,yes,"FYF PDF p.248 content: Step 2: Choose What You’re Selling / Pick ONE: / • A product (game, ap"
6sw-wk4-day1,canvas_student_page,p.243,"(page ref, no named section)",249,yes,FYF PDF p.249 content: Step 5: Write Your / 30 Second Sales Pitch / Write your full pitch (ab
6sw-wk4-day2,canvas_student_page,p.241,"(page ref, no named section)",247,yes,"FYF PDF p.247 content: 30 Seconds to Sell / 13 / In sales, you don’t always have a lot of tim"
6sw-wk4-day2,canvas_student_page,p.242,"(page ref, no named section)",248,yes,"FYF PDF p.248 content: Step 2: Choose What You’re Selling / Pick ONE: / • A product (game, ap"
6sw-wk4-day2,canvas_student_page,p.243,"(page ref, no named section)",249,yes,FYF PDF p.249 content: Step 5: Write Your / 30 Second Sales Pitch / Write your full pitch (ab
6sw-wk4-day3,day.md,p.244,"(page ref, no named section)",250,yes,FYF PDF p.250 content: 13 / Powerskill: / Problem Solving
6sw-wk4-day3,day.md,p.245,"(page ref, no named section)",251,yes,FYF PDF p.251 content: Social Media Post: / In-Store Display: / Key Notes from Campaign:
6sw-wk4-day3,day.md,p.246,"(page ref, no named section)",252,yes,FYF PDF p.252 content: Step 2: Brainstorm Solutions / Come up with ideas to make the campaign
6sw-wk4-day3,day.md,p.247,"(page ref, no named section)",253,yes,FYF PDF p.253 content: Step 3: Create a Mini Campaign Plan / Work as a group to design a new 
6sw-wk4-day3,canvas_student_page,p.244,"(page ref, no named section)",250,yes,FYF PDF p.250 content: 13 / Powerskill: / Problem Solving
6sw-wk4-day3,canvas_student_page,p.245,"(page ref, no named section)",251,yes,FYF PDF p.251 content: Social Media Post: / In-Store Display: / Key Notes from Campaign:
6sw-wk4-day3,canvas_student_page,p.246,"(page ref, no named section)",252,yes,FYF PDF p.252 content: Step 2: Brainstorm Solutions / Come up with ideas to make the campaign
6sw-wk4-day3,canvas_student_page,p.247,"(page ref, no named section)",253,yes,FYF PDF p.253 content: Step 3: Create a Mini Campaign Plan / Work as a group to design a new 
